"ID_HEX|TRADUCAO
0x18E5|Alina: What happened to everyone in Santheim? Alina: To your father, to the minister. To old man Gon, to the priest... Everyone is fine, right? They're fine, right?
0x18E6|Bly: Hmm. So far, the town seems to be at peace. It's good, isn't it?
0x18E7|Clift: I'm sure the princess's smile will be reflected in the fountain's water, glittering along with the moon and stars... Clift: Wow. It's a beautiful night... Wow.
0x18E8|Alina: There was a shrine to the south of Frenor, right? Alina: It's where the travel door that leads to Endor is located! You can let us through this time.
0x18E9|Alina: "It's quiet... Is this normal?
0x18EA|Bly: Hmm. So far, the town seems to be at peace. It's good, isn't it?
0x18EB|Clift: ``If you sit back and look at it, it's quite a beautiful town, isn't it? Clift: ``We were just the two of us taking a walk around that fountain...'' No, it's nothing!
0x18EC|Alina: There was a shrine to the south of Frenor, right? Alina: It's where the travel door that leads to Endor is located! You can let us through this time.
0x18ED|Alina: It's been a while since Frenor. Today, my impostor is... What? He's not here. He's boring.
0x18EE|Bligh: But why do you like to go out in the middle of the night? Young people don't understand.
0x18EF|Clift: ``No matter the sky, God watches over our journey.''
0x18F0|Alina: “It seems like the moon and the stars are blessing us on our upcoming journey! It’s beautiful!
0x18F1|Bly: Let's hurry!
0x18F2|Alina: ``The desert bazaar seemed fun, but now it's not so much.
0x18F3|Bligh: Hmm. If you can return to the castle and stop traveling like this, you'll be successful. Bligh: The king has very good timing...Oops, I made a slip of the tongue.
0x18F4|Alina: ``The trip was about to get interesting!'' Alina: ``But I can't help it. I'm your only father.
0x18F5|Alina: ``I'm worried about my father. Come on, let's hurry!
0x18F6|Clift: I'm sure the princess's smile will be reflected in the fountain's water, glittering along with the moon and stars... Clift: Wow. It's a beautiful night... Wow.
0x18F7|Alina: "It's quiet... Is this normal?
0x18F8|Bligh: You damn kid, you're doing something stupid again... Bligh: You have to choose the villagers you talk to carefully. Grumbling.
0x18F9|Clift: ``I've heard about bazaars that travel around the world, but what about the real thing?'' Clift: ``I'm a little curious. The southern desert, huh?''
0x18FA|Arena: “Bazaar? Desert? Looks interesting! Let’s go!
0x18FB|Bly: Hmm. I wonder if that's what you do when you go to a roadside bank... No, no, it's nothing!
0x18FC|Clift: Whether it's the old man or the fake party, God's blessings are always available to those who are upright.
0x18FD|Alina: Mei and the others were good people after all. Alina: Is it obvious that we're fake people?
0x18FE|Clift: ``I don't think a humble person would be able to appreciate Princess Alina's elegance.''
0x18FF|Alina: ``There's a real princess here, too.'' Hehehe, are you going to reveal her true identity?
0x1900|Bligh: If you don't come to this town, you won't get involved in an incident like that.
0x1901|It didn't happen. Bligh: Well, before that, to Tempe... to Saran... Oh no! It would have been better if the princess hadn't left the castle!
0x1902|Alina: Come on! I wonder what kind of town will be waiting for us next?
0x1903|Clift: ``If you sit back and look at it, it's quite a beautiful town, isn't it? Clift: ``We used to take a walk around that fountain, just the two of us...'' He's a nice old man. Ruhahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa rather also to make a bad thing, it's a good thing or a bad thing.
0x1904|Bligh: I got the golden bracelet. Now I have to go to the graveyard. Oh, damn it!
0x1905|Clift: It seems like this child kept his promise and was silent to everyone. Clift: God bless those who keep their promises. Something good will surely happen to them.
0x1906|Alina: I'm glad it was a dog who gave me the letter and not this kid! I don't know what they did to me.
0x1907|Bligh: All you have to do is look at fake people a little bit. It'll be a good medicine. Bligh: Well, just so you don't die.
0x1908|Alina: "We might be at the graveyard already. Let's hurry!
0x1909|Bligh: There's no need to show mercy to impostors or villains! Bligh: If you feel like you're in danger, run away immediately!
0x190A|Clift: Are the bad guys watching us from somewhere in this town?
0x190B|Alina: It's finally time... Have you done your warm-up? Now, take a deep breath! Alina: I'm going to the graveyard with the golden bracelet!
0x190C|Bligh: ``I got the golden bracelet. Now I have to go to the graveyard at night. Oh, damn it!
0x190D|Clift: It seems like this child kept his promise and was silent to everyone. Clift: God bless those who keep their promises. Something good will surely happen to them.
0x190E|Alina: ``Thanks to this dog, I think we'll be able to save the girl somehow. We should be grateful.''
0x190F|Bligh: All you have to do is look at fake people a little bit. It'll be a good medicine. Bligh: Well, just so you don't die.
0x1910|Alina: “That girl... I wonder what she’s doing these days.
0x1911|Alina: ``That girl was kidnapped because of the golden bracelet.'' Alina: ``Such a common bracelet. What's thankful for it? Gold isn't even rare.
0x1912|Bligh: ``When it's daylight, Tendou-sama, you scoundrel, you're too embarrassed to show yourself.Bligh: Hmph! I need to kill time somewhere until nightfall.
0x1913|Clift: ``I was wondering if they had reformed their ways and returned my daughter...'' Clift: ``I guess it won't work out like that. I guess we'll just have to wait for the night.''
0x1914|Alina: ``Finally, I got the golden bracelet. All I have to do now is wait for night and go to the graveyard.'' Alina: ``And I have to save that girl from the bad guys!
0x1915|Bligh: ``Give me the golden bracelet...'' I have a bad feeling about it.
0x1916|Bligh: ``Hmph. So you decided to force troublesome things on us and get the treasure. Bligh: I'm angry, but apparently there's no other way but to do what you say.
0x1917|Clift: ``The village's treasure, the golden bracelet. It's a terrifying treasure that can bring misfortune. Clift: ``I hope the golden bracelet doesn't bring misfortune to the princess.''
0x1918|Alina: A golden bracelet!? Did you kidnap that girl for something like that? Alina: I have no choice. Let's do something to get the golden bracelet.
0x1919|Bligh: All you have to do is look at fake people a little. It will be a good medicine.
0x191A|Alina: “That girl... I wonder what she’s doing these days.
0x191B|Clift: Even though nothing like this has ever happened in Santheim before... Clift: I'm concerned about their true intentions. Hmm...
0x191C|Alina: I can't forgive you for kidnapping a girl, no matter what the reason!
0x191D|Bly: It's too dangerous for a princess of a country to travel alone... Bly: Once this incident is cleared up, we have to somehow get her back to the castle!
0x191E|Bligh: ``Looks like we got hit by a bee that pretended to be our princess. It was a bit too harsh, though.
0x191F|Clift: ``I'm sure everyone in town is hurting, too.'' Clift: ``We have to do something to help that girl as soon as possible!''
0x1920|Alina: ``That girl...I'm worried.'' Alina: ``If I had been caught, I would have defeated the bad guy and come back right away, but that girl...''
0x1921|Alina: ``How dare you kidnap a girl in front of me?'' Alina: ``I'll definitely find them and hold them until they cry!''
0x1922|Alina: Hey dog... I don't know which dog is this girl's dog.
0x1923|Clift: There's no way a fake princess could match Princess Alina! Of course.
0x1924|Alina: I know it's not about me, but I'm a little angry.
0x1925|Clift: ``What a lame businessman from a humble town!
0x1926|Clift: What is this person saying? Is the princess on the second floor of the inn?
0x1927|Alina: "Maybe there's a fake person for me?...That looks interesting!
0x1928|Bligh: ``Wow, I always thought something like this would happen someday.''
0x1929|Alina: ``This story is getting a little strange.'' Alina: ``Anyway, let's go to the inn!''
0x192A|Bly: Hmm. I have a bad feeling about something.
0x192B|Clift: ``I can't believe that the whole town gathered to see the princess.'' Clift: ``It's amazing how popular the princess is. Wow...''
0x192C|Alina: What do you mean, the princess of Santheim...?
0x192D|Bly: Although it's far away, this town is also part of Santheim. Rumors quickly reach the castle. Bly: Even though we're on a trip, we shouldn't get too far.
0x192E|Bly: Hmph. I guess he's happy that he's not a good guy anyway.
0x192F|Clift: ``Everyone in town is very angry.''
0x1930|I guess you could say they are cheerful people.
0x1931|Alina: ``For now, let's go to the inn. Right?''
0x1932|Alina: “It’s so exciting. It looks interesting!
0x1933|How did you end up giving the golden bracelet to a kidnapper? Hmm...
0x1934|In fact, that bracelet had mysterious magical power.
0x1935|I hope nothing bad happens.
0x1936|The golden bracelet was certainly a treasure of this town.
0x1937|However, due to the existence of the treasure, there was constant fighting, and the treasure was finally sealed away in a cave in the south.
0x1938|Bly: “That villain?
0x1939|. I couldn't see it as a magic user. Then.
0x193A|Bligh: Pulling the strings behind the scenes
0x193B|Does that mean it's out there somewhere?
0x193C|Siya: That guy...hmm.
0x193D|Clift: If the kidnappers knew about the bracelet's magical power... that would be terrifying.
0x193E|Bly: ``The only people who go out at this hour are cats and dogs.Let's go stay at a hotel.''
0x193F|Alina: “It’s time for cats to play now. Me.”
0x1940|Uhito went wild
0x1941|Bly: “That villain?
0x1942|. I couldn't see it as a magic user. Then...
0x1943|Bligh: Pulling the strings behind the scenes
0x1944|Does that mean it's out there somewhere? Hmm. Grumbling...
0x1945|Clift: If the kidnappers knew about the bracelet's magical power... that would be terrifying.
0x1946|Arena
0x1947|Um, don't worry about what's past, right? Overthinking everyone.
0x1948|Alina: The girl was saved, and no matter how much you worry, the golden bracelet won't come back.
0x1949|Bligh: I grumbled, ``I'm forcing this old man to work into the wee hours of the night...''
0x194A|Clift: If I were to take the golden bracelet by myself, I might be able to avoid the worst situation...
0x194B|Clift: No, even if he's a bad guy, he'll keep his promise. If you don't believe him.
0x194C|Alina: If you go outside through this door, you'll find yourself in a graveyard where they'll be waiting for you. We have to keep our heads together.
0x194D|Bri "Princess
0x194E|There are too many people. Because of that fake person who doesn't know what he wants to do... Grumbling.
0x194F|Alina: I removed the seal and brought back the bracelet, but I can't change it for a human life.
0x1950|Bligh: ``How dare you go to a cave at this age? What a damn phony and scoundrel.
0x1951|eye
0x1952|Clift: It is said that the golden bracelet brings misfortune.
0x1953|Clift: ``I hope that some trouble will befall the princess because of the golden bracelet.''
0x1954|Arena: The golden bracelet is in a cave, so let's hurry.
0x1955|Clift: It is said that the golden bracelet brings misfortune.
0x1956|Clift: I didn't know there was one in this town.
0x1957|Alina: “The cave sounds wonderful… I want to go there. Hey, hey.
0x1958|It's scary to kidnap people. What should I do if I get kidnapped too? ?
0x1959|It seems like you saved a princess...no, a fake princess! The whole town is buzzing about that! And aside from that...
0x195A|good morning. It seems like you saved a princess...no, a fake princess! The whole town is buzzing about that!
0x195B|The princess has been kidnapped! ? Oh my God... Orooro...
0x195C|Tohohohoho….
0x195D|As expected of a princess, she has two companions.
0x195E|Welcome to the traveler's inn. I'd like to say that, but the princess is staying overnight today... I'm very sorry.
0x195F|Bligh: ``If she's a princess, who would kidnap such an old woman...I'm confused.''
0x1960|Bligh: ``This time it's a fake, so it's okay...'' What if something like this happens again? Bligh: ``We have to get the princess back to the castle as soon as possible!''
0x1961|Clift: My daughter was saved, and Princess Alina was safe too. God... I thank you.
0x1962|Bligh: You villains. What on earth are you going to use the golden bracelet for? Grumbling...
0x1963|Alina: “Ah! That’s disgusting! I really wanted to beat the bad guy to pieces back then!
0x1964|Alina: ``Mei, you're gone. I wanted to talk to you a little more.''
0x1965|Bligh: ``Looks like we got hit by a bee that pretended to be our princess. It was a bit too harsh, though.
0x1966|Alina: ``It seems like the people at the inn feel a lot of responsibility, too. Even though it's the villains who are at fault!
0x1967|Bligh: ``Looks like we got hit by a bee that pretended to be our princess. It was a bit too harsh, though.
0x1968|Alina: ``It seems like the townspeople are getting pretty anxious too. We need to help them quickly!
0x1969|Bligh: ``The intelligence and elegance that Bligh exudes cannot be imitated by a fake.Bligh: ``Hmm, let's quickly show off that fake face.''
0x196A|Bly: Well then, let's go and see the princess's face.
0x196B|Clift: ``Because of the fake princess, Princess Alina can't stay at the inn!'' Clift: ``We may sleep in the wild, but the princess can't stay like that. Hmm, you fake princess!
0x196C|Alina: ``This inn. There's a fake princess there.'' Alina: ``Is that a good thing? We'll meet that fake princess as mere travelers!
0x196D|I want you all to rescue the princess. If you do, the reward will be as you wish. yeah? What are you looking upset about? That would be rude. I'm the priest of the castle.
0x196E|What happened? Mei... no, the princess has been kidnapped.
0x196F|stop! If you get any closer, the princess will die! But I never expected that a princess would come to this inn! Alright guys, let's go!
0x1970|I don't know who you are, but the princess! Please help the princess!
0x1971|Hmm, I was defeated.... Suddenly, they appear and force the princess...
0x1972|oh! The princess! The princess is being kidnapped! I don't know who you are, but please help the princess!
0x1973|Oh no! Tell me! Someone help me!
0x1974|Bligh: ``Now that the impostor is gone, it's a complete relief! Ah, the atmosphere is so good!''
0x1975|Clift: "That fake group. I hope they're continuing their journey safely..." Clift: "Of course, I don't appreciate deceiving people.
0x1976|Alina: ``There's no one left anymore. Not my fake one, and the other two. It's kind of lonely, isn't it?
0x1977|Bligh: ``This tired old bastard has taken my name!? I have no desire to help you.''
0x1978|Alina: "You'll be able to help Mei soon. In the graveyard at night. Please wait!
0x1979|Bligh: Hmph! The fakers and the villains are all damned!!
0x197A|Clift: "Do I look like someone who can't even help others unless I give them a reward?
0x197B|Bligh: ``This tired old bastard has taken my name!? I have no desire to help you.''
0x197C|Alina: Her name is May. I wonder how she's doing these days. I'm worried...
0x197D|Bligh: It's a blessing in disguise that the one who was kidnapped wasn't the real Princess Alina... Bligh: In any case, we have to punish the villains!
0x197E|Clift: What kind of a bastard are you to kidnap a young girl! I can't forgive you!
0x197F|Alina: “Oh my god… Let’s hurry up and chase after him! Come on, let’s get going!
0x1980|Bly: Wait! The first thing we need to do now is stop those people as soon as possible!
0x1981|Alina: “The bad guy is stealing a girl! We have to save her quickly!”
0x1982|Bligh: Oh my god! The villains were after the princess!
0x1983|Clift: “What on earth is this!?…Ha, those men!?
0x1984|Alina: “The bad guy is stealing a girl! We have to save her quickly!”
0x1985|Oh, I'm tired, I'm tired. The store is already closed today. Please come again tomorrow.
0x1986|If you ever go to Endor, check out the martial arts tournament.
0x1987|I hear there's a martial arts tournament going on in Endor right now.
0x1988|How about some delicious foreign food? Even if your cheeks drop, you won't know!
0x1989|The food I've never seen before looks delicious.
0x198A|Bly: Martial arts tournament in Endor. Huh. That's pretty good. Bly: But I won't be going to Endor. Oh, what a shame, what a shame!
0x198B|Alina: ``I'm sure the participants in the martial arts tournament would like to fight someone even stronger...'' Alina: ``Actually, she's a princess, and she's incredibly strong! For example, a girl like that.'' Alina: ``If your father recovers, he won't forgive you...
0x198C|Clift: ``Princess Arena will definitely win the martial arts tournament!'' Clift: ``And the princess's strength and splendor resonates through Endor as well...Jeez.''
0x198D|Alina: ``I'm sure the participants in the martial arts tournament also want to fight someone stronger...'' Alina: ``Actually, she's a princess, and she's incredibly strong! For example, someone like that.'' Alina: ``...I know. That's not the case right now. Haa.
0x198E|Bly: Martial arts tournament in Endor. Huh. That's pretty good. Bly: But I won't be going to Endor. Oh, what a shame, what a shame!
0x198F|Alina: ``I'm sure the participants in the martial arts tournament also want to fight someone stronger...'' Alina: ``Actually, she's a princess, and she's incredibly strong! For example, someone like that.'' Alina: ``...I know. That's not the case right now. Haa.
0x1990|We are currently discussing where to hold the bazaar next.
0x1991|This is how we travel to various places holding bazaars.
0x1992|Honey of chirping? Ah, there used to be one in this store too. You might still be able to get it if you go to the west tower where the elves are said to come. But unlike in the past, monsters have started living in that tower, so I think it's best to stop.
0x1993|That's bad. It's over for today.
0x1994|Me me.
0x1995|A night with such beautiful stars reminds me of my hometown, which is far away.
0x1996|Grrrr...
0x1997|Meow!
0x1998|Nago.
0x1999|oh! Are you back? How was the king? I'm already worried, worried...
0x199A|a! Princess! How was the king? I'm already worried, worried...
0x199B|Ladies and gentlemen! Please return to the castle immediately! The king is in trouble!
0x199C|a! Princess, I've been looking for you! Please return to the castle immediately! The king is in trouble!
0x199D|Oh no, I bought too many things and it's heavy. It's here. It's here.
0x199E|It's been a long time since we held a bazaar in this desert. After all, I travel all over the world.
0x199F|How about some rare pressure points? Please take a look, even if it's just to look at it.
0x19A0|Rumor has it that there is a shrine to Endor far east from here.
0x19A1|Heheheen.
0x19A2|Desert Bazaar is underway!
0x19A3|Bligh: ``We don't have time to sell oil in a place like this! Hurry up and get the honey of the song!
0x19A4|Clift: The moon that illuminates the desert night sparkles on the water's surface. Sigh...I'm enchanted.
0x19A5|Alina: ``It's a nice moonlit night. The wind feels nice.''
0x19A6|Alina: ``I managed to get the honey of the song! Just a little sightseeing...'' Alina: ``That's what I thought, but there's no bazaar at night. It's a shame.
0x19A7|Bligh: Hmm. The soldiers of Santheim are all excellent!
0x19A8|Clift: I hope the King's condition hasn't worsened...
0x19A9|Alina: ``Thanks to this soldier, you were able to save your father from danger. We need to reward him later.''
0x19AA|Bligh: Hmm. There's a tower to the west of here. There's a nectar of chirping there. Bligh: If that's the case, it's decided. No matter what monsters appear, I'll climb up the tower and get the nectar of chirps in my hands!
0x19AB|Clift: The tower where the elves come. It must be a really tall tower.
0x19AC|Alina: ``What kind of monster is that? Do you think I'm afraid of something like that?'' Alina: ``Let's go to the west tower. And get the honey of the song!''
0x19AD|Bly: Hmm... Let's keep quiet here.
0x19AE|Clift: Please keep the king's illness a secret as much as possible. Clift: That's right! Because we will cure him right away.
0x19AF|Alina: "Should I tell this person the truth? Or...? Alina: No. I can't tell you. I really can't.
0x19B0|Bligh: ``We don't have time to sell oil in a place like this! Hurry up and get the honey of the song!
0x19B1|Clift: "It's so lively! Where did so many people come from in the middle of the desert?" Clift: "But the King... I hope he's safe until we get back to the castle.
0x19B2|Alina: I'm worried about the bazaar, but I'm also worried about my father. Father...
0x19B3|Arena: Where's the song honey? We have to get it quickly and return to the castle!
0x19B4|Clift: “On a starry night, I want to see the face of a princess from my hometown...” No, those are beautiful stars!
0x19B5|Alina: “Father...
0x19B6|Bly: “We don't have time to sell oil in a place like this!
0x19B7|Alina: I'm worried about the bazaar, but I'm also worried about my father. Father...
0x19B8|Bligh: ``This is no good. It's not good at all. Bligh: This is not the time to be traveling carefree. You understand!
0x19B9|Clift: ``The king is the keystone of the country. If something big happens to the king, the country will also be swayed.'' Clift: ``...I have a bad feeling.
0x19BA|Alina: “Father...
0x19BB|Alina: “Is the cat on the castle roof doing well? ...Father.
0x19BC|Clift: The country of Endor and my country, Santheim, have had close ties since ancient times.
0x19BD|Alina: ``Someday, I would like to go to Endor. I would like to go to a dream-like country where a martial arts tournament is held.'' Alina: ``But that's not the time for me right now. Father...
0x19BE|Bligh: This is no time to sell oil in a place like this! It's a big deal for our king!
0x19BF|Clift: "It's so lively! Where did so many people come to gather in the middle of the desert?" Clift: "But the king... Oh, God, please protect the king.
0x19C0|Alina: Could it be that you faked an illness to bring me back to the castle...? Alina: No, that's not true. No, your father must be really troubled.
0x19C1|Alina: I'm worried about the bazaar, but I'm also worried about my father. Father...
0x19C2|Clift: “On a starry night, I want to see the face of a princess from my hometown...” No, those are beautiful stars!
0x19C3|Alina: To me, that star looks like the faces of strong rivals that I'm supposed to meet in the future.
0x19C4|Bligh: Oh, that's a shame. The desert bazaar is over! Let's go home.
0x19C5|Clift: The moon that illuminates the desert night sparkles on the water's surface. Sigh...I'm enchanted.
0x19C6|Alina: ``The desert gets really cool at night.The wind feels nice...''
0x19C7|Alina: "What, aren't the shops open at night? It's boring.
0x19C8|Bligh: Oh! My king!? This is no good. This is no good. Bligh: This is not the time to be traveling carefree. Let's return to the castle at once!
0x19C9|Clift: ``What if it happened to the king?'' Clift: ``Shouldn't we just go back to the castle?''
0x19CA|Alina: “What do you mean, your father is in trouble? I’m curious...
0x19CB|Alina: "When you come to the desert, you'll see a lot of cats. Hehehe, they're so cute!
0x19CC|Bligh: They say that greedy people will eventually go to hell.
0x19CD|Alina: ``I want to buy that much, too! Isn't it okay? Isn't it okay? Alina: Something small is fine. If you have a strong weapon, that's it. Armor is fine. As long as you have a weapon.
0x19CE|Bligh: Don't be fooled. A key point is a key point, even if it's rare. Don't buy things you don't need.
0x19CF|Alina: "A rare pressure point? It looks like a normal pressure point. What's different about it?
0x19D0|Clift: The country of Endor and my country, Santheim, have had close ties since ancient times.
0x19D1|Alina: ``I would like to go to Endor someday. I would like to go to a dream-like country where a martial arts tournament is held.
0x19D2|Bly: ``Huh, it's hot, it's hot. When it's this hot, my head gets light-headed.''
0x19D3|Bligh: Whether it's in the desert or in a town, there's only one thing a businessman thinks about. Bligh: How can he squeeze as much money out of his customers! Don't let him take you for a ride!
0x19D4|Clift: "It's so lively! Where did so many people come from in the middle of the desert?
0x19D5|Alina: ``I'm going to look at all the shops! Isn't that good?
0x19D6|Alina: "I'm here! I'm here! This is the desert bazaar. Wow! Looks interesting!
0x19D7|Grrrrrrrrrrrr.
0x19D8|The sheep is running... The sheep is running... Please don't get in the way! Ah, I don't understand.
0x19D9|Goo goo goo.
0x19DA|Good night....
0x19DB|It looks like he's asleep.
0x19DC|...It's squishy.
0x19DD|Clift: ``Ahaha. That's a smart cat to sleep in an inn.''
0x19DE|Clift: ``Ahaha. That's a smart cat to sleep in an inn.''
0x19DF|Princess, I'm really glad I didn't have to marry a strange man.
0x19E0|You are Princess Arena! ? Please do your best!
0x19E1|The women's chatter is so rambling that I can't follow it.
0x19E2|I just can't like this person named Despisaro. I'm glad I wasn't born a princess!
0x19E3|Despisaro is the winner after all. It's cool...
0x19E4|Be careful of Despisaro!
0x19E5|Princess, I feel sorry for you. If things continue like this, I think I'll be forced to marry someone named Despisaro.
0x19E6|Let me tell you something good.
0x19E7|To enter the castle, you must avoid being seen by the guards.
0x19E8|Good, good. There are so many dishes to wash!
0x19E9|Bly: “Despisaro...Hmm.
0x19EA|Arena: “Despisaro is a wimp at all.
0x19EB|I've never done it before. This person should feel safe now.
0x19EC|Clift: Despicaro really wants to marry the princess, so he uses martial arts.
0x19ED|Did you go to the meeting?
0x19EE|Alina: If marriage is so bad, the Princess of Endor should have just escaped from the castle. Alina: This castle has a moat, so even if she fails to land, she shouldn't get hurt.
0x19EF|Bligh: King Idiot's soldiers seem to be light-headed.
0x19F0|Clift: “The Princess and the Dark...” That’s it.
0x19F1|That’s it! ! It's embarrassing.
0x19F2|Alina: ``If you guys like, you can give me an akushu too, okay? To commemorate the victory.''
0x19F3|Alina: “The winner is me, me! You don’t understand anymore.
0x19F4|Bligh: It looks like someone called Despisarro has put him in serious trouble. But who is Despisarro?
0x19F5|Arena: “Leave it to me! I’ll make Despisaro throw a punch for you too!”
0x19F6|Clift: ``The princess isn't the only thing Despisaro is aiming for.For some reason, I feel like that.''
0x19F7|Alina: If marriage is so bad, the Princess of Endor should just escape from the castle. Alina: This castle has a moat, so even if you fail to land, you won't get hurt.
0x19F8|Alina: “I took the trouble to teach you this.
0x19F9|You must come to the castle!
0x19FA|Bligh: ``Wow, it's so cold. My legs and hips hurt when it gets cold. Let's go back to the ground quickly.''
0x19FB|Clift: ``It's an interesting structure that the prison and kitchen are in the same place.''
0x19FC|Alina: “Well, this place is also part of the castle, right? It’s kind of moldy though.
0x19FD|Bly: ``Despisarro...Despisarro...'' I feel like I heard it somewhere... No, that's... grumbling.
0x19FE|Alina: Despisaro, right? I can't say anything without trying to fight.
0x19FF|Clift: ``Do women value appearance and appearance more than anything else?...Sigh.
0x1A00|Arena: “No matter how cool you are, if you're weak, you can't win. People say weird things.
0x1A01|Bligh: It looks like someone called Despisarro has put him in serious trouble. But who is Despisarro?
0x1A02|Alina: ``After all, everyone judges people by their appearance. I want to show you my strength.''
0x1A03|Bligh: A talkative man doesn't have a good reputation! Another strange thing happened. Bligh: It's no wonder that Santoham's group snuck into the castle and was captured!
0x1A04|Alina: “I took the trouble to teach you this.
0x1A05|You must come to the castle!
0x1A06|Bligh: ``The musty smell in here is unbearable. Let's hurry and get past it!
0x1A07|Clift: ``In the secret underground passageway, there is a prisoner who was once executed...'' Clift: ``Oh, I just imagined it! What should I do?''
0x1A08|Alina: ``That's a very dubious path. It would be fun if there were monsters, but inside a castle. Ahhh.
0x1A09|Bligh: ``The musty smell in here is unbearable. Let's hurry and get past it!
0x1A0A|Alina: ``That's a very dubious path. It would be fun if there were monsters, but inside a castle. Ahhh.
0x1A0B|The martial arts tournament was over, so the Colosseum was closed.
0x1A0C|Ah, Princess Arena! Congratulations on winning.
0x1A0D|Martial arts tournaments are held only during the day. It would be okay to come back tomorrow.
0x1A0E|This is the Colosseum. This is the venue for the martial arts tournament.
0x1A0F|Clift: ``My eyes are still burning. I see the princess's graceful back as she heads toward the center of the Colosseum.'' Clift: ``The sight of the princess fighting in response to the loud cheers...I'm spellbound.''
0x1A10|Alina: ``I wish there was another martial arts tournament.This time, it would be central.'' ``Congratulations are free. You can say as many as you want.''
0x1A11|Clift: ``Hmm, I can't believe there are fans of the princess here too!...I feel really weird.''
0x1A12|Alina: ``I can't believe that everyone knows so much about me.'' Alina: ``With this, I won't be able to jump over walls or attack anyone.
0x1A13|Arena: Hey, can't you hear the cheers in the Coliseum? That voice calling out to me!
0x1A14|Clift: ``If it's this quiet, I think I'll hear some noise.''
0x1A15|Bligh: ``I can't believe we've finally come to the Coliseum...'' Ah, what a thing.
0x1A16|Arena: Hey, can't you hear the cheers from the Colosseum! This feeling makes my heart pound!
0x1A17|The arena is
0x1A18|Nikajijutsu Shimito
0x1A19|Next came.
0x1A1A|do……
0x1A1B|Clift “Princess Arena”
0x1A1C|Next Congratulations!
0x1A1D|Bly: “Princess, you did it!
0x1A1E|King: "What!? No matter where I look, Despisaro isn't there!? Hmm........." King: "I see! It can't be helped if he's not there!" King:
0x1A1F|Nikaji Shideko Arena. Big Hanomaya!
0x1A20|King: ``What's going on? Hurry up and call Despisaro!
0x1A21|King: ``Well done, Princess Arena, you made it through! King: Come on! Now it's time for the finals! Bring on the Despisaro!
0x1A22|My next opponent is Despisaro!
0x1A23|Arena princess 5 winners!
0x1A24|My next opponent is Berorinman!
0x1A25|Arena princess 4 winners!
0x1A26|My next opponent is Simon!
0x1A27|Three Arena Princesses win!
0x1A28|My next opponent is Vivian!
0x1A29|Two Arena princesses win!
0x1A2A|Oh my God! Princess Arena is dying
0x1A2B|You don't have one!
0x1A2C|However, Princess Alina is doing well.
0x1A2D|That's right.
0x1A2E|Would you like to use more {7f17}?
0x1A2F|Princess Arena for the next battle
0x1A30|Would you like to use the {7f17} you have?
0x1A31|Our next opponent will be in Lagos!
0x1A32|One Arena Princess wins!
0x1A33|King: ``Hmm...welcome to come, Princess Arena! The match is a knockout match, and if you defeat 5 people, you can go to the finals!'' King: ``So far, Despisaro is the only one who has defeated 5 people and made it through.'' King:
0x1A34|なたの 健闘を祈っておるぞ！ King: ``Then let the game begin!
0x1A35|King: ``Well done, Princess Alina!
0x1A36|Bligh
0x1A37|. I'm praying for you!
0x1A38|Clift: ``The princess, I'm here to support you.''
0x1A39|If I were a little younger, I would have participated. Hohohoho.
0x1A3A|Go! Let's do it! ! ...Ha, what am I doing? ? God, please forgive me....
0x1A3B|Wick.
0x1A3C|The sake Menaga drinks at Nikaji is delicious!
0x1A3D|Good luck! Good luck!
0x1A3E|Woohoo! Blood rushes!
0x1A3F|This is a good place right now. Don't talk to me!
0x1A40|a little bit!
0x1A41|You can't see me standing there!
0x1A42|I won't fight! Ahhh
0x1A43|No way! Ho
0x1A44|Here, do this!
0x1A45|I can't get enough of this stimulation!
0x1A46|I'm sure Despisaro will be next.
0x1A47|Clift: ``The smell of alcohol and sweat mixed together makes it even more horrendous...ugh.
0x1A48|Bligh: ``Oh, that's so loud. Oh, I'm sweating. Let's get out of here quickly.''
0x1A49|Clift: ``Everyone is looking at the tournament with bloodshot eyes. You should calm down a little more...''
0x1A4A|Arena: “Wow! You can fight in front of these people. It’s thrilling!
0x1A4B|Bligh: It's not the princess, it's the old man.
0x1A4C|Will the Princess of Endor not get married next time...? Hmm. Bligh: There's also the option of this old man appearing, but he'd probably get in the way of the princess first.
0x1A4D|Bly: A young girl
0x1A4E|Nikajishi said, ``Osawagi is such a shame! Participating in the competition is even worse!''
0x1A4F|Clift: ``I didn't know that even sisters like that could scream so loudly.''
0x1A50|Bligh: ``Oh, that's so loud. Oh, I'm sweating. Let's get out of here quickly.''
0x1A51|Arena
0x1A52|Uyo ah
0x1A53|After all, come forward now.
0x1A54|Reka! Fight with a deadly kick! Arena: “Is it okay to have a practice match here with this person?
0x1A55|Bligh: Who do you think you are? You're so disrespectful. You're completely grumbling...
0x1A56|Bligh: ``Oh, that's so loud. Oh, I'm sweating. Let's get out of here quickly.''
0x1A57|Clift: ``Everyone is looking at the tournament with bloodshot eyes. You should calm down a little more...''
